"D1.source.country","D1.destination.country"
"France","Japan"
"France","Cameroon"
"France","Germany"
"France","United States"
"France","Norway"
"France","Romania"
"France","Burkina Faso"
"France","China"
"France","United States"
"France","United States"
"France","Congo (Brazzaville)"
"France","Czech Republic"
"France","Panama"
"France","Dominican Republic"
"France","China"
"France","Morocco"
"France","Latvia"
"France","Liberia"
"France","Saudi Arabia"
"France","Chile"
"France","United States"
"France","United States"
"France","Vietnam"
"France","Singapore"
"France","United States"
"France","Bulgaria"
"France","Germany"
"France","Norway"
"France","Russia"
"France","Netherlands Antilles"
"France","Georgia"
"France","Israel"
"France","Madagascar"
"France","Italy"
"France","Tunisia"
"France","Germany"
"France","Italy"
"France","Spain"
"France","Austria"
"France","Spain"
"France","Italy"
"France","Poland"
"France","China"
"France","Canada"
"France","Canada"
"France","Croatia"
"France","Switzerland"
"France","Netherlands"
"Indonesia","Malaysia"
"Guinea","France"
"Guinea","Mauritania"
"Morocco","France"
"Morocco","France"
"Benin","France"
"Denmark","France"
"Mexico","United States"
"United States","France"
"United Kingdom","Jersey"
"United Kingdom","France"
"Mexico","United States"
"Tanzania","Netherlands"
"India","France"
"Senegal","France"
"Cameroon","France"
"Cameroon","Equatorial Guinea"
"Saudi Arabia","Netherlands"
"Saudi Arabia","Kuwait"
"Qatar","Netherlands"
"Qatar","Oman"
"France","United Kingdom"
"Germany","United Kingdom"
"United States","France"
"United States","Germany"
"United States","United Kingdom"
"Ireland","United States"
"Ireland","France"
"Ireland","United States"
"Ireland","United Kingdom"
"Germany","United States"
"Germany","France"
"Germany","France"
"United Arab Emirates","France"
"Mayotte","Comoros"
"Uganda","Netherlands"
"United Kingdom","France"
"France","United Kingdom"
"France","United Kingdom"
"Armenia","France"
"United States","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"Argentina","France"
"Argentina","Uruguay"
"Italy","United States"
"Italy","France"
"Italy","France"
"Italy","United Kingdom"
"Italy","France"
"Italy","France"
"Italy","France"
"Italy","France"
"Italy","France"
"Italy","France"
"Martinique","French Guiana"
"Martinique","France"
"Martinique","Guadeloupe"
"Martinique","Dominican Republic"
"Congo (Kinshasa)","France"
"Italy","France"
"Italy","United Kingdom"
"Italy","France"
"Sierra Leone","France"
"Germany","United States"
"Germany","France"
"Germany","United States"
"Germany","United States"
"Mexico","United States"
"Brazil","France"
"Italy","France"
"Sweden","France"
"Sweden","France"
"Brazil","France"
"Guatemala","United States"
"Switzerland","France"
"Switzerland","France"
"Azerbaijan","France"
"Ecuador","Netherlands"
"Comoros","Kenya"
"Germany","France"
"Germany","France"
"Germany","France"
"Vietnam","France"
"Vietnam","Cambodia"
"Cuba","France"
"Finland","France"
"Hong Kong","France"
"Japan","France"
"Zimbabwe","Zambia"
"Zimbabwe","Kenya"
"United States","France"
"United States","France"
"South Korea","France"
"Turkey","France"
"Turkey","France"
"Saudi Arabia","France"
"Jersey","United Kingdom"
"United States","Spain"
"United States","Belgium"
"United States","France"
"United States","Ireland"
"United States","Germany"
"United States","United Kingdom"
"United States","Spain"
"United States","France"
"United States","Haiti"
"Djibouti","France"
"South Africa","France"
"Ukraine","France"
"Rwanda","Burundi"
"Rwanda","Uganda"
"Japan","France"
"Malaysia","Netherlands"
"Malaysia","France"
"Malaysia","Indonesia"
"Kuwait","Netherlands"
"Kuwait","Saudi Arabia"
"Angola","France"
"United States","France"
"United States","French Polynesia"
"Gabon","France"
"Cyprus","France"
"United Kingdom","Netherlands"
"United Kingdom","Belgium"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","Germany"
"United Kingdom","Ireland"
"United Kingdom","Italy"
"United Kingdom","Italy"
"United Kingdom","Italy"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","Netherlands"
"Russia","France"
"Togo","France"
"Belgium","France"
"Belgium","France"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","France"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"France","United Kingdom"
"Peru","France"
"Italy","France"
"Italy","United Kingdom"
"Italy","France"
"Costa Rica","United States"
"Portugal","France"
"Slovenia","France"
"Malawi","Zambia"
"Malawi","Kenya"
"Nigeria","France"
"Laos","Thailand"
"France","United Kingdom"
"Zambia","Netherlands"
"Zambia","Zimbabwe"
"Zambia","Malawi"
"Zambia","Kenya"
"Luxembourg","France"
"Zambia","Zimbabwe"
"France","Netherlands"
"France","United Kingdom"
"France","Italy"
"France","Belgium"
"France","Italy"
"France","Italy"
"France","Sweden"
"France","Malta"
"France","Italy"
"France","Czech Republic"
"France","Italy"
"France","Austria"
"Spain","United States"
"Spain","France"
"Spain","United States"
"Spain","France"
"United Kingdom","United States"
"United Kingdom","France"
"United Kingdom","France"
"Jamaica","United States"
"Oman","Qatar"
"Mexico","United States"
"Mexico","France"
"United States","France"
"United States","Haiti"
"Malta","France"
"Malta","France"
"Malta","France"
"Malta","France"
"Philippines","Taiwan"
"France","Italy"
"France","Algeria"
"France","Netherlands"
"France","Greece"
"France","Italy"
"France","Turkey"
"France","Italy"
"France","Czech Republic"
"France","Morocco"
"France","Russia"
"France","Israel"
"France","Tunisia"
"France","Germany"
"France","Italy"
"Mauritius","France"
"Mauritius","Reunion"
"Mauritius","Reunion"
"United States","France"
"United States","United Kingdom"
"Mexico","United States"
"Germany","United States"
"Germany","France"
"Uruguay","Argentina"
"Italy","France"
"Italy","France"
"Italy","France"
"Italy","France"
"Bahamas","United States"
"Kenya","France"
"Kenya","Mayotte"
"Kenya","Zimbabwe"
"Kenya","Rwanda"
"Kenya","Malawi"
"Kenya","Zambia"
"Kenya","Zambia"
"France","Netherlands"
"France","Italy"
"France","United States"
"France","United Kingdom"
"France","Israel"
"France","Italy"
"United Kingdom","France"
"Chad","France"
"Niger","France"
"Niger","Burkina Faso"
"Mauritania","France"
"Mauritania","Guinea"
"Japan","France"
"Japan","Northern Mariana Islands"
"Cameroon","France"
"France","Netherlands"
"France","Belgium"
"France","Germany"
"France","United Kingdom"
"France","United Kingdom"
"France","Italy"
"France","United Kingdom"
"Germany","France"
"United States","France"
"France","French Guiana"
"France","United Kingdom"
"France","Martinique"
"France","United Kingdom"
"France","Italy"
"France","Spain"
"France","Malta"
"France","Spain"
"France","Guadeloupe"
"France","Reunion"
"France","United Kingdom"
"Norway","France"
"Romania","France"
"Burkina Faso","France"
"Burkina Faso","Niger"
"Haiti","United States"
"Haiti","United States"
"Haiti","Guadeloupe"
"China","France"
"United States","France"
"United States","France"
"Spain","France"
"Congo (Brazzaville)","France"
"French Polynesia","United States"
"Czech Republic","France"
"Czech Republic","France"
"Czech Republic","France"
"Guadeloupe","Martinique"
"Guadeloupe","France"
"Guadeloupe","Haiti"
"Guadeloupe","Dominican Republic"
"Panama","United States"
"Panama","France"
"Dominican Republic","France"
"China","France"
"Mexico","United States"
"Morocco","France"
"Morocco","France"
"Morocco","France"
"Cambodia","Vietnam"
"Latvia","France"
"France","United Kingdom"
"France","United Kingdom"
"Liberia","Sierra Leone"
"Palau","Japan"
"Netherlands","United Kingdom"
"Saudi Arabia","France"
"Reunion","Mauritius"
"Reunion","France"
"Chile","France"
"Dominican Republic","France"
"Dominican Republic","Guadeloupe"
"United States","France"
"United States","United Kingdom"
"United States","France"
"Vietnam","France"
"Singapore","France"
"Mexico","United States"
"Costa Rica","United States"
"Puerto Rico","United States"
"United States","France"
"Saint Lucia","Martinique"
"Bulgaria","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"United Kingdom","France"
"Equatorial Guinea","Cameroon"
"Germany","United States"
"Germany","France"
"Virgin Islands","United States"
"Norway","France"
"Russia","France"
"Russia","France"
"Spain","France"
"France","Netherlands"
"France","Italy"
"Netherlands Antilles","France"
"Georgia","France"
"France","Netherlands"
"France","Greece"
"France","Morocco"
"France","Italy"
"France","Germany"
"France","Malta"
"France","Morocco"
"France","Spain"
"France","Italy"
"Israel","France"
"Israel","France"
"Israel","France"
"Madagascar","France"
"Taiwan","Netherlands"
"Taiwan","Philippines"
"Italy","France"
"Tunisia","France"
"Tunisia","France"
"Germany","France"
"Germany","France"
"Italy","France"
"Italy","France"
"Italy","France"
"Italy","France"
"Italy","France"
"Spain","France"
"Austria","France"
"Austria","France"
"Spain","France"
"Italy","France"
"Poland","France"
"China","France"
"Canada","United States"
"Canada","France"
"Canada","United States"
"Canada","France"
"Croatia","France"
"Switzerland","France"
"Reunion","Mauritius"
"Algeria","France"
"Algeria","Turkey"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"Cote d'Ivoire","Algeria"
"Spain","Algeria"
"Spain","Algeria"
"Algeria","Cote d'Ivoire"
"Algeria","Spain"
"Algeria","Jordan"
"Algeria","Spain"
"Algeria","Lebanon"
"Algeria","Mali"
"Algeria","France"
"Algeria","Belgium"
"Algeria","Egypt"
"Algeria","France"
"Algeria","Morocco"
"Algeria","Senegal"
"Algeria","United Arab Emirates"
"Algeria","France"
"Algeria","Italy"
"Algeria","Germany"
"Algeria","Switzerland"
"Algeria","Turkey"
"Algeria","United Kingdom"
"Algeria","France"
"Algeria","Portugal"
"Algeria","France"
"Algeria","Spain"
"Algeria","France"
"Algeria","Italy"
"Algeria","France"
"Algeria","Niger"
"Algeria","France"
"Algeria","Burkina Faso"
"Algeria","China"
"Algeria","Spain"
"Algeria","Russia"
"Algeria","Libya"
"Algeria","France"
"Algeria","Tunisia"
"Algeria","Austria"
"Algeria","Canada"
"Jordan","Algeria"
"Spain","Algeria"
"Spain","Algeria"
"Lebanon","Algeria"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"Mali","Algeria"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"France","Algeria"
"Belgium","Algeria"
"Algeria","France"
"Algeria","France"
"Egypt","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"Morocco","Algeria"
"Morocco","Algeria"
"Algeria","France"
"Algeria","Turkey"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"Senegal","Algeria"
"United Arab Emirates","Algeria"
"France","Algeria"
"Italy","Algeria"
"Germany","Algeria"
"Switzerland","Algeria"
"Turkey","Algeria"
"Turkey","Algeria"
"Turkey","Algeria"
"Turkey","Algeria"
"United Kingdom","Algeria"
"France","Algeria"
"France","Algeria"
"Portugal","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"Spain","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"Italy","Algeria"
"France","Algeria"
"France","Algeria"
"Niger","Algeria"
"Algeria","Spain"
"Algeria","Spain"
"Algeria","France"
"Algeria","Morocco"
"Algeria","Turkey"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"France","Algeria"
"Burkina Faso","Algeria"
"China","Algeria"
"Spain","Algeria"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"Russia","Algeria"
"Libya","Algeria"
"Algeria","France"
"Algeria","France"
"Algeria","France"
"France","Algeria"
"France","Algeria"
"Tunisia","Algeria"
"Austria","Algeria"
"Canada","Algeria"
"Ethiopia","India"
"Ethiopia","India"
"India","Kuwait"
"United Arab Emirates","India"
"United Arab Emirates","India"
"Bahrain","United Arab Emirates"
"United Kingdom","India"
"Thailand","India"
"Thailand","India"
"Thailand","Singapore"
"India","Germany"
"India","Ethiopia"
"India","United Arab Emirates"
"India","Thailand"
"India","Egypt"
"India","Sri Lanka"
"India","United Arab Emirates"
"India","United States"
"India","Germany"
"India","Turkey"
"India","Saudi Arabia"
"India","South Africa"
"India","United Kingdom"
"India","Oman"
"India","Mauritius"
"India","Germany"
"India","Saudi Arabia"
"India","Switzerland"
"Egypt","India"
"India","United Arab Emirates"
"India","Saudi Arabia"
"India","Saudi Arabia"
"India","United Arab Emirates"
"India","Bangladesh"
"India","Nepal"
"India","Burma"
"India","Singapore"
"France","India"
"Sri Lanka","India"
"Sri Lanka","India"
"Sri Lanka","India"
"India","United Arab Emirates"
"Bangladesh","India"
"Bangladesh","India"
"India","Ethiopia"
"India","Bahrain"
"India","United Kingdom"
"India","Thailand"
"India","France"
"India","Sri Lanka"
"India","Bangladesh"
"India","Saudi Arabia"
"India","United Arab Emirates"
"India","Germany"
"India","Hong Kong"
"India","South Korea"
"India","Turkey"
"India","Saudi Arabia"
"India","United States"
"India","Afghanistan"
"India","Nepal"
"India","United Kingdom"
"India","Oman"
"India","Australia"
"India","Mauritius"
"India","Germany"
"India","Japan"
"India","United States"
"India","China"
"India","Saudi Arabia"
"India","Singapore"
"India","Australia"
"India","Austria"
"India","Switzerland"
"Saudi Arabia","India"
"United Arab Emirates","India"
"United Arab Emirates","India"
"United Arab Emirates","India"
"United Arab Emirates","India"
"United States","India"
"Germany","India"
"Germany","India"
"Germany","India"
"Germany","India"
"Germany","India"
"India","United Arab Emirates"
"India","Kuwait"
"Hong Kong","India"
"Hong Kong","South Korea"
"Hong Kong","Japan"
"Hong Kong","United States"
"Hong Kong","Singapore"
"South Korea","India"
"South Korea","Hong Kong"
"South Korea","United States"
"South Korea","Singapore"
"Turkey","India"
"Turkey","India"
"Saudi Arabia","India"
"Saudi Arabia","India"
"Saudi Arabia","India"
"United States","India"
"United States","United Kingdom"
"South Africa","India"
"Afghanistan","India"
"Japan","Hong Kong"
"Nepal","India"
"Nepal","India"
"Nepal","India"
"Malaysia","Singapore"
"Kuwait","India"
"Kuwait","India"
"United States","Japan"
"United Kingdom","India"
"United Kingdom","India"
"United Kingdom","United States"
"India","Sri Lanka"
"India","Germany"
"India","Oman"
"India","Mauritius"
"India","United Arab Emirates"
"India","Singapore"
"Oman","India"
"Oman","India"
"Oman","India"
"Australia","India"
"Maldives","India"
"Mauritius","India"
"Mauritius","India"
"Mauritius","India"
"Germany","India"
"Germany","India"
"Japan","India"
"Japan","United States"
"Japan","Singapore"
"United States","India"
"China","India"
"Burma","India"
"Saudi Arabia","India"
"Saudi Arabia","India"
"Saudi Arabia","India"
"Saudi Arabia","India"
"United States","Hong Kong"
"United States","South Korea"
"United Arab Emirates","India"
"United Arab Emirates","India"
"United Arab Emirates","India"
"United Arab Emirates","India"
"Singapore","Thailand"
"Singapore","India"
"Singapore","India"
"Singapore","Hong Kong"
"Singapore","South Korea"
"Singapore","Malaysia"
"Singapore","India"
"Singapore","Japan"
"Australia","India"
"India","Maldives"
"India","Saudi Arabia"
"India","United Arab Emirates"
"Austria","India"
"India","Nepal"
"Switzerland","India"
"Switzerland","India"
"Indonesia","Malaysia"
"Malaysia","China"
"Malaysia","Indonesia"
"Malaysia","China"
"Malaysia","Hong Kong"
"Malaysia","Singapore"
"Malaysia","China"
"Malaysia","Taiwan"
"India","Malaysia"
"Indonesia","Malaysia"
"Indonesia","Malaysia"
"Brunei","Malaysia"
"China","Malaysia"
"China","Malaysia"
"India","Malaysia"
"Indonesia","Malaysia"
"Indonesia","Malaysia"
"Thailand","Malaysia"
"India","Malaysia"
"Thailand","Malaysia"
"Indonesia","Malaysia"
"Vietnam","Malaysia"
"Thailand","Malaysia"
"China","Malaysia"
"Hong Kong","Malaysia"
"Hong Kong","Malaysia"
"Thailand","Malaysia"
"Indonesia","Malaysia"
"Malaysia","Singapore"
"Thailand","Malaysia"
"Malaysia","Singapore"
"Philippines","Malaysia"
"China","Malaysia"
"Malaysia","Indonesia"
"Malaysia","India"
"Malaysia","Indonesia"
"Malaysia","Indonesia"
"Malaysia","Brunei"
"Malaysia","China"
"Malaysia","India"
"Malaysia","Indonesia"
"Malaysia","Thailand"
"Malaysia","India"
"Malaysia","Thailand"
"Malaysia","Indonesia"
"Malaysia","Vietnam"
"Malaysia","Thailand"
"Malaysia","Hong Kong"
"Malaysia","Thailand"
"Malaysia","Indonesia"
"Malaysia","Thailand"
"Malaysia","Philippines"
"Malaysia","China"
"Malaysia","China"
"Malaysia","Indonesia"
"Malaysia","India"
"Malaysia","Macau"
"Malaysia","China"
"Malaysia","Indonesia"
"Malaysia","Indonesia"
"Malaysia","Indonesia"
"Malaysia","Cambodia"
"Malaysia","Cambodia"
"Malaysia","Burma"
"Malaysia","Vietnam"
"Malaysia","Singapore"
"Malaysia","Indonesia"
"Malaysia","Indonesia"
"Malaysia","Indonesia"
"Malaysia","China"
"Malaysia","India"
"Malaysia","Indonesia"
"Malaysia","Thailand"
"Malaysia","Laos"
"China","Malaysia"
"Malaysia","Singapore"
"Indonesia","Malaysia"
"India","Malaysia"
"Macau","Malaysia"
"Malaysia","Singapore"
"China","Malaysia"
"Indonesia","Malaysia"
"Malaysia","Singapore"
"Indonesia","Malaysia"
"Indonesia","Malaysia"
"Cambodia","Malaysia"
"Cambodia","Malaysia"
"Burma","Malaysia"
"Vietnam","Malaysia"
"Singapore","Malaysia"
"Singapore","Malaysia"
"Singapore","Malaysia"
"Singapore","Malaysia"
"Singapore","Malaysia"
"Singapore","Malaysia"
"Singapore","Malaysia"
"Singapore","Malaysia"
"Indonesia","Malaysia"
"Indonesia","Malaysia"
"Indonesia","Malaysia"
"China","Malaysia"
"China","Malaysia"
"Malaysia","Singapore"
"Taiwan","Malaysia"
"India","Malaysia"
"Indonesia","Malaysia"
"Thailand","Malaysia"
"Laos","Malaysia"
"United States","France"
"United States","Mexico"
"United States","Mexico"
"United States","Italy"
"United States","Mexico"
"United States","Spain"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Canada"
"Mexico","United States"
"Colombia","Mexico"
"United States","Mexico"
"Belgium","Spain"
"Venezuela","Mexico"
"France","United States"
"France","Mexico"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","Cuba"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","Spain"
"Mexico","United States"
"Mexico","United States"
"Mexico","Panama"
"Mexico","United States"
"Mexico","United States"
"United States","Mexico"
"Mexico","United States"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"Argentina","Mexico"
"United States","Mexico"
"Italy","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","Panama"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Brazil","Mexico"
"Guatemala","Mexico"
"Guatemala","Mexico"
"Cuba","Mexico"
"Cuba","Mexico"
"Mexico","United States"
"Mexico","United States"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United Kingdom","Mexico"
"Peru","Bolivia"
"Peru","Mexico"
"Peru","Bolivia"
"Bolivia","Peru"
"Spain","United States"
"Spain","Belgium"
"Spain","Mexico"
"Spain","Mexico"
"United States","Mexico"
"United States","Mexico"
"Mexico","United States"
"Mexico","Colombia"
"Mexico","Venezuela"
"Mexico","France"
"Mexico","United States"
"Mexico","United States"
"Mexico","Argentina"
"Mexico","Brazil"
"Mexico","Guatemala"
"Mexico","Cuba"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United Kingdom"
"Mexico","Peru"
"Mexico","Spain"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","Panama"
"Mexico","El Salvador"
"Mexico","Honduras"
"Mexico","United States"
"Mexico","Chile"
"Mexico","United States"
"Mexico","Costa Rica"
"Mexico","Ecuador"
"Mexico","Canada"
"United States","Mexico"
"United States","Mexico"
"Mexico","United States"
"Mexico","United States"
"United States","Mexico"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","Panama"
"Mexico","United States"
"Mexico","United States"
"Japan","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"Haiti","Panama"
"United States","Mexico"
"Trinidad and Tobago","Panama"
"Panama","Mexico"
"Panama","Mexico"
"Panama","Mexico"
"Panama","Mexico"
"Panama","Haiti"
"Panama","Trinidad and Tobago"
"China","Mexico"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"United States","Mexico"
"El Salvador","Mexico"
"United States","Mexico"
"Honduras","Mexico"
"United States","Mexico"
"United States","Mexico"
"Chile","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Costa Rica","Mexico"
"Puerto Rico","United States"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"Mexico","Guatemala"
"Mexico","Japan"
"Mexico","China"
"Ecuador","Mexico"
"Bolivia","Peru"
"Canada","United States"
"Canada","Mexico"
"Mexico","United States"
"Mexico","United States"
"Netherlands","Italy"
"Netherlands","Italy"
"Netherlands","Italy"
"Greece","Italy"
"Italy","Albania"
"France","Italy"
"France","Italy"
"France","Italy"
"Denmark","Italy"
"Italy","Netherlands"
"Italy","France"
"Italy","Germany"
"Italy","United Kingdom"
"Italy","France"
"Italy","Germany"
"Italy","Russia"
"Italy","Germany"
"Italy","Austria"
"Germany","Italy"
"Italy","Albania"
"Russia","Italy"
"United Kingdom","Italy"
"United Kingdom","Italy"
"Italy","Netherlands"
"Italy","France"
"France","Italy"
"Italy","Albania"
"Italy","Netherlands"
"Italy","France"
"Italy","United Kingdom"
"Italy","Russia"
"Italy","Germany"
"Czech Republic","Italy"
"Czech Republic","Italy"
"Italy","Czech Republic"
"Italy","Russia"
"Italy","Albania"
"Italy","Germany"
"Germany","Italy"
"Russia","Italy"
"Russia","Italy"
"Russia","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Germany","Italy"
"Germany","Italy"
"Germany","Italy"
"Italy","Greece"
"Italy","Denmark"
"Italy","Russia"
"Italy","Czech Republic"
"Italy","Albania"
"Austria","Italy"
"Italy","Albania"
"Argentina","Paraguay"
"Argentina","Brazil"
"Argentina","Brazil"
"Argentina","Brazil"
"Argentina","Brazil"
"Argentina","Uruguay"
"Argentina","Uruguay"
"Argentina","Brazil"
"Argentina","Chile"
"Paraguay","Argentina"
"Paraguay","Argentina"
"Spain","Argentina"
"Colombia","Argentina"
"Brazil","Argentina"
"Venezuela","Argentina"
"Brazil","Argentina"
"Mexico","Argentina"
"Brazil","Argentina"
"Argentina","Paraguay"
"Argentina","Spain"
"Argentina","Colombia"
"Argentina","Brazil"
"Argentina","Venezuela"
"Argentina","Mexico"
"Argentina","Italy"
"Argentina","Brazil"
"Argentina","Brazil"
"Argentina","United States"
"Argentina","Peru"
"Argentina","Spain"
"Argentina","United States"
"Argentina","Uruguay"
"Argentina","Chile"
"Argentina","Bolivia"
"Italy","Argentina"
"Brazil","Argentina"
"Brazil","Argentina"
"Brazil","Argentina"
"Brazil","Argentina"
"Brazil","Argentina"
"United States","Argentina"
"Peru","Argentina"
"Spain","Argentina"
"United States","Argentina"
"Uruguay","Argentina"
"Uruguay","Argentina"
"Uruguay","Argentina"
"Brazil","Argentina"
"Chile","Argentina"
"Chile","Argentina"
"Bolivia","Argentina"
"Mexico","United States"
"Mexico","United States"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Canada"
"United States","Mexico"
"United States","Mexico"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"United States","Canada"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"United States","Mexico"
"United States","Mexico"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Canada"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Canada","United States"
"Mexico","United States"
"Mexico","United States"
"Cote d'Ivoire","Morocco"
"Ghana","Morocco"
"Morocco","Belgium"
"Morocco","Western Sahara"
"Morocco","France"
"Morocco","Western Sahara"
"Spain","Morocco"
"Algeria","Morocco"
"Netherlands","Morocco"
"Netherlands","Morocco"
"Netherlands","Morocco"
"Sweden","Morocco"
"United Arab Emirates","Morocco"
"United Arab Emirates","Singapore"
"Spain","Morocco"
"Spain","Morocco"
"Lebanon","Morocco"
"Central African Republic","Morocco"
"Gambia","Morocco"
"Gambia","Guinea-Bissau"
"Gambia","Cape Verde"
"Mali","Morocco"
"Italy","Morocco"
"France","Morocco"
"France","Morocco"
"Belgium","Morocco"
"Belgium","Morocco"
"Belgium","Morocco"
"Belgium","Morocco"
"Belgium","Morocco"
"Belgium","Morocco"
"Congo (Brazzaville)","Morocco"
"Egypt","Morocco"
"Egypt","Saudi Arabia"
"Guinea","Morocco"
"Morocco","Cote d'Ivoire"
"Morocco","Spain"
"Morocco","Algeria"
"Morocco","Netherlands"
"Morocco","Sweden"
"Morocco","United Arab Emirates"
"Morocco","Spain"
"Morocco","Lebanon"
"Morocco","Gambia"
"Morocco","Mali"
"Morocco","Italy"
"Morocco","France"
"Morocco","Belgium"
"Morocco","Congo (Brazzaville)"
"Morocco","Egypt"
"Morocco","Guinea"
"Morocco","Benin"
"Morocco","Senegal"
"Morocco","Cameroon"
"Morocco","Western Sahara"
"Morocco","Italy"
"Morocco","Congo (Kinshasa)"
"Morocco","Sierra Leone"
"Morocco","Germany"
"Morocco","Brazil"
"Morocco","Switzerland"
"Morocco","Turkey"
"Morocco","Saudi Arabia"
"Morocco","United States"
"Morocco","Angola"
"Morocco","Gabon"
"Morocco","Togo"
"Morocco","United Kingdom"
"Morocco","United Kingdom"
"Morocco","Portugal"
"Morocco","Spain"
"Morocco","France"
"Morocco","Spain"
"Morocco","France"
"Morocco","Germany"
"Morocco","Italy"
"Morocco","France"
"Morocco","Niger"
"Morocco","Mauritania"
"Morocco","Cameroon"
"Morocco","France"
"Morocco","France"
"Morocco","Burkina Faso"
"Morocco","Guinea-Bissau"
"Morocco","Congo (Brazzaville)"
"Morocco","Cape Verde"
"Morocco","Liberia"
"Morocco","Equatorial Guinea"
"Morocco","Russia"
"Morocco","France"
"Morocco","Spain"
"Morocco","Libya"
"Morocco","France"
"Morocco","Italy"
"Morocco","Tunisia"
"Morocco","Germany"
"Morocco","Western Sahara"
"Morocco","Spain"
"Morocco","Canada"
"Morocco","Switzerland"
"Benin","Nigeria"
"Denmark","Morocco"
"Senegal","Morocco"
"Cameroon","Central African Republic"
"Cameroon","Morocco"
"Morocco","France"
"Western Sahara","Morocco"
"Western Sahara","Morocco"
"Italy","Morocco"
"Morocco","France"
"Congo (Kinshasa)","Congo (Brazzaville)"
"Sierra Leone","Morocco"
"Sierra Leone","Liberia"
"Germany","Morocco"
"Germany","Morocco"
"Brazil","Morocco"
"Switzerland","Morocco"
"Turkey","Morocco"
"Saudi Arabia","Morocco"
"United States","Morocco"
"Angola","Morocco"
"Gabon","Morocco"
"Gabon","Equatorial Guinea"
"Togo","Ghana"
"United Kingdom","Morocco"
"United Kingdom","Morocco"
"United Kingdom","Morocco"
